snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-24T09:17:01,24.13,24.100000381469727,-0.1243,motilal_amc_live
2026-08-24T09:22:01,24.13,24.09000015258789,-0.1658,motilal_amc_live
2026-08-24T09:58:01,24.13,24.110000610351562,-0.0829,motilal_amc_live
2026-08-24T10:03:01,24.12,24.100000381469727,-0.0829,motilal_amc_live
2026-08-24T10:08:01,24.12,24.100000381469727,-0.0829,motilal_amc_live
2026-08-24T10:40:02,24.12,24.1299991607666,0.0415,motilal_amc_live
2026-08-24T10:45:01,24.13,24.110000610351562,-0.0829,motilal_amc_live
2026-08-24T10:50:02,24.12,24.110000610351562,-0.0415,motilal_amc_live
2026-08-24T11:21:02,24.07,24.079999923706055,0.0415,motilal_amc_live
2026-08-24T11:26:01,24.06,24.020000457763672,-0.1662,motilal_amc_live
2026-08-24T11:31:01,24.06,24.06999969482422,0.0416,motilal_amc_live
2026-08-24T12:02:01,24.04,24.049999237060547,0.0416,motilal_amc_live
2026-08-24T12:07:01,24.04,24.040000915527344,0.0,motilal_amc_live
2026-08-24T12:12:01,24.05,24.040000915527344,-0.0416,motilal_amc_live
2026-08-24T13:13:02,24.02,24.040000915527344,0.0833,motilal_amc_live
2026-08-24T13:18:01,24.03,24.040000915527344,0.0416,motilal_amc_live
2026-08-24T13:23:01,24.03,24.040000915527344,0.0416,motilal_amc_live
2026-08-24T13:55:01,24.02,24.079999923706055,0.2498,motilal_amc_live
2026-08-24T14:00:04,24.02,24.020000457763672,0.0,motilal_amc_live
2026-08-24T14:06:02,24.02,24.010000228881836,-0.0416,motilal_amc_live
2026-08-24T14:40:01,24.03,24.049999237060547,0.0832,motilal_amc_live
