snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-24T09:17:34,800.4494,801.010009765625,0.07,nippon_amc_live
2026-08-24T09:22:42,800.5745,801.4199829101562,0.1056,nippon_amc_live
2026-08-24T09:57:58,800.0205,801.0,0.1224,nippon_amc_live
2026-08-24T10:03:06,799.8397,801.0700073242188,0.1538,nippon_amc_live
2026-08-24T10:08:14,799.9655,801.02001953125,0.1318,nippon_amc_live
2026-08-24T10:40:13,799.9212,800.719970703125,0.0999,nippon_amc_live
2026-08-24T10:45:21,800.2061,800.77001953125,0.0705,nippon_amc_live
2026-08-24T10:50:29,800.2047,801.0,0.0994,nippon_amc_live
2026-08-24T11:21:09,799.4752,799.9600219726562,0.0606,nippon_amc_live
2026-08-24T11:26:16,799.1117,799.8400268554688,0.0911,nippon_amc_live
2026-08-24T11:31:23,798.6656,799.52001953125,0.107,nippon_amc_live
2026-08-24T12:02:02,798.4904,799.6199951171875,0.1415,nippon_amc_live
2026-08-24T12:07:10,798.5016,799.6199951171875,0.1401,nippon_amc_live
2026-08-24T12:12:17,798.7808,799.7999877929688,0.1276,nippon_amc_live
2026-08-24T13:13:39,798.7196,799.969970703125,0.1565,nippon_amc_live
2026-08-24T13:18:45,798.6079,799.5,0.1117,nippon_amc_live
