snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-26T09:22:55,19.1081,22.68000030517578,18.6931,mirae_amc_live
2026-08-26T09:28:03,19.1075,22.68000030517578,18.6968,mirae_amc_live
2026-08-26T09:58:50,19.0367,22.68000030517578,19.1383,mirae_amc_live
2026-08-26T10:03:59,19.0367,22.68000030517578,19.1383,mirae_amc_live
2026-08-26T10:09:08,19.0716,22.68000030517578,18.9203,mirae_amc_live
2026-08-26T10:37:06,19.0498,22.68000030517578,19.0564,mirae_amc_live
2026-08-26T10:42:15,19.0339,22.68000030517578,19.1558,mirae_amc_live
2026-08-26T10:47:24,19.012,22.68000030517578,19.2931,mirae_amc_live
2026-08-26T11:22:58,19.0011,22.68000030517578,19.3615,mirae_amc_live
2026-08-26T11:28:09,19.008,22.68000030517578,19.3182,mirae_amc_live
2026-08-26T11:33:20,19.0188,22.68000030517578,19.2504,mirae_amc_live
2026-08-26T12:00:34,19.0123,22.68000030517578,19.2912,mirae_amc_live
2026-08-26T12:05:44,19.0149,22.68000030517578,19.2749,mirae_amc_live
2026-08-26T12:10:53,19.015,22.68000030517578,19.2743,mirae_amc_live
2026-08-26T12:50:53,18.9852,22.68000030517578,19.4615,mirae_amc_live
2026-08-26T12:56:00,18.9714,22.68000030517578,19.5484,mirae_amc_live
2026-08-26T13:01:08,18.9681,22.68000030517578,19.5692,mirae_amc_live
2026-08-26T13:40:26,18.926,22.68000030517578,19.8351,mirae_amc_live
2026-08-26T13:45:33,18.9292,22.68000030517578,19.8149,mirae_amc_live
2026-08-26T13:50:41,18.9278,22.68000030517578,19.8238,mirae_amc_live
2026-08-26T14:34:41,18.9381,22.68000030517578,19.7586,mirae_amc_live
2026-08-26T14:39:53,18.9327,22.68000030517578,19.7927,mirae_amc_live
2026-08-26T14:45:03,18.9242,22.68000030517578,19.8465,mirae_amc_live
2026-08-26T15:13:32,18.9269,22.68000030517578,19.8295,mirae_amc_live
